name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Cutlass	swor		9sm	scm	9sm	0		3	1	0	xxx			8	21								-30	100		25	52	22		43	0	25	1024	1024			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9sm	7sm	1	1	
Shamshir	swor		9sb	scm	9sb	0		3	1	0	xxx			10	24								-10	100		58	58	32		35	0	23	1024	1024			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9sb	7sb	1	1	
Tulwar	swor		9fc	flc	9fc	0		4	1	0	xxx			16	35								20	100		70	42	32		37	0	25	1024	1024			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9fc	7fc	1	1	
Dimensional Blade	swor		9cr	crs	9cr	0		2	1	0	xxx			13	35							1		100		85	60	20		37	0	25	1024	1024			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	8	0	9cr	7cr	1	1	
Battle Sword	swor		9bs	bsd	9bs	0		4	1	0	xxx			16	34									100		92	43	32		40	0	25	1024	1024			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bs	7bs	1	1	
Rune Sword	swor		9ls	lsd	9ls	0		4	1	0	xxx			10	42							1	-10	100		103	79	44		44	0	25	1024	1024			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ls	7ls	1	1	
Ancient Sword	swor		9wd	flc	9wd	0		4	1	0	xxx			18	43							1		100		127	88	44		49	0	25	1024	1024			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9wd	7wd	1	1	
Espandon	swor		92h	clm	92h	0		4	1	0	xxx			8	26	1	1	18	40			2		100		73	61	44		37	0	25	1024	1024			2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	92h	72h	1	1	
Dacian Falx	swor		9cm	clm	9cm	0		4	1	0	xxx			13	30	1	1	26	61			2	10	100		91	20	50		42	0	25	1024	1024			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9cm	7cm	1	1	
Tusk Sword	swor		9gs	gsd	9gs	0		4	1	0	xxx			10	37	1	1	19	58			2		100		104	71	50		45	0	25	1024	1024			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gs	7gs	1	1	
Gothic Sword	swor		9b9	clm	9b9	0		4	1	0	xxx			14	40	1	1	39	60			1	10	100		113	20	40		48	0	25	1024	1024			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9b9	7b7	1	1	
Zweihander	swor		9fb	clm	9fb	0		4	1	0	xxx			19	35	1	1	29	54			2	-10	100		125	94	50		49	0	25	1024	1024			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9fb	7fb	1	1	
Executioner Sword	swor		9gd	gsd	9gd	0		4	1	0	xxx			24	40	1	1	47	80			2	10	100		170	110	50		54	0	25	1024	1024			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gd	7gd	1	1	
Poignard	knif		9dg	dgr	9dg	0		2	1	0	xxx			6	18								-20	75	75	25		16		31	0	19	1024	1024			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9dg	7dg	1	1	
Rondel	knif		9di	dir	9di	0		2	1	0	xxx			10	26									75	75	25	58	20		36	0	24	1024	1024			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9di	7di	1	1	
Cinquedeas	knif		9kr	dir	9kr	0		2	1	0	xxx			15	31								-20	75	75	25	88	24		42	0	25	1024	1024			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9kr	7kr	1	1	
Stilleto	knif		9bl	dgr	9bl	0		3	1	0	xxx			19	36								-10	75	75	47	97	24		46	0	25	1024	1024			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bl	7bl	1	1	
Battle Dart	tkni		9tk	dgr	9tk	0		2	1	0	xxx			8	16					11	24			75	75	25	52	6		31	0	19	1024	1024			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	240	120	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9tk	7tk	1	1	
Francisca	taxe		9ta	hax	9ta	0		2	1	0	xxx			11	22					18	33		10	75	75	25	80	15		34	0	22	1024	1024			tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	200	48	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ta	7ta	1	1	
War Dart	tkni		9bk	dgr	9bk	0		2	1	0	xxx			6	24					14	27		-20	75	75	25	97	20		39	0	25	1024	1024			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	240	90	flpbkf	invbkf					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bk	7bk	1	1	
Hurlbat	taxe		9b8	hax	9b8	0		2	1	0	xxx			13	27					24	34		-10	75	75	25	106	16		41	0	25	1024	1024			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	200	36	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9b8	7b8	1	1	
War Javelin	jave		9ja	jav	9ja	0		4	1	0	xxx			6	19					14	32	2	-10	75	75	25	25	10		30	0	18	1024	1024			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	90	90	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9ja	7ja	1	1	
Great Pilum	jave		9pi	pil	9pi	0		4	1	0	xxx			11	26					16	42	2		75	75	25	88	12		37	0	25	1024	1024			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	75	75	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9pi	7pi	1	1	
Simbilan	jave		9s9	jav	9s9	0		4	1	0	xxx			8	32					27	50	2	10	75	75	80	80	14		40	0	25	1024	1024			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	60	60	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9s9	7s7	1	1	
Spiculum	jave		9gl	glv	9gl	0		4	1	0	xxx			13	38					32	60	2	20	75	75	98	73	16		46	0	25	1024	1024			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	30	30	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gl	7gl	1	1	
Harpoon	jave		9ts	pil	9ts	0		4	1	0	xxx			13	35					18	54	2	-10	75	75	25	118	18		51	0	25	1024	1024			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	120	120	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ts	7ts	1	1	
War Spear	spea		9sr	spr	9sr	0		4	1	0	xxx						1	10	37			3	-10	100		25	25	30		33	0	21	1024	1024			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9sr	7sr	1	1	
Fuscina	spea		9tr	tri	9tr	0		4	1	0	xxx						1	19	37			3		100		77	25	35		36	0	24	1024	1024			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9tr	7tr	1	1	
War Fork	spea		9br	brn	9br	0		4	1	0	xxx						1	16	40			4	-20	100		80	95	28		41	0	25	1024	1024			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9br	7br	1	1	
Yari	spea		9st	tri	9st	0		4	1	0	xxx						1	29	59			4		100		101		28		44	0	25	1024	1024			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9st	7st	1	1	
Lance	spea		9p9	pik	9p9	0		4	1	0	xxx						1	27	114			4	20	100		110	88	25		47	0	25	1024	1024			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9p9	7p7	1	1	
Lochaber Axe	pole		9b7	hal	9b7	0		4	1	0	xxx						1	6	58			2	10	100		80		50		33	0	21	1024	1024			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9b7	7o7	1	1	
Bill	pole		9vo	hal	9vo	0		4	1	0	xxx						1	14	53			2		100		95		50		37	0	25	1024	1024			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9vo	7vo	1	1	
Battle Scythe	pole		9s8	scy	9s8	0		4	1	0	xxx						1	18	45			1	-10	100		82	82	65		40	0	25	1024	1024			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9s8	7s8	1	1	
Partizan	pole		9pa	hal	9pa	0		4	1	0	xxx						1	34	75			3	10	100		113	67	65		35	0	23	1024	1024			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9pa	7pa	1	1	
Bec-de-Corbin	pole		9h9	pax	9h9	0		4	1	0	xxx						1	13	85			4		100		133	91	55		51	0	25	1024	1024			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9h9	7h7	1	1	
Grim Scythe	pole		9wc	scy	9wc	0		3	1	0	xxx						1	30	70			4	-10	100		140	140	55		55	0	25	1024	1024			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wc	7wc	1	1	
Jo Staff	staf		8ss	bst	8ss	0		2	1	0	xxx						1	6	21			1	-10	100		25		20		30	0	18	1024	1024	1		sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ss	6ss	1	1	
Quarterstaff	staf		8ls	sst	8ls	0		2	1	0	xxx						1	8	26			1		100		25		30		35	0	23	1024	1024	1		lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ls	6ls	1	1	
Cedar Staff	staf		8cs	cst	8cs	0		2	1	0	xxx						1	11	32			1	10	100		25		35		38	0	25	1024	1024	1		cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cs	6cs	1	1	
Gothic Staff	staf		8bs	sst	8bs	0		2	1	0	xxx						1	14	34			1		100		25		40		42	0	25	1024	1024	1		bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8bs	6bs	1	1	
Rune Staff	staf		8ws	lst	8ws	0		2	1	0	xxx						1	24	58			1	20	100		25		50		47	0	25	1024	1024	1		wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ws	6ws	1	1	
Edge Bow	bow		8sb	sbw	8sb	0		2	1	0	xxx						1	6	19				5		100	25	43	20	1	30	0	18	1024	1024			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sb	6sb	1	1	
Razor Bow	bow		8hb	sbw	8hb	0		2	1	0	xxx						1	8	22				-10		100	25	62	32	1	33	0	21	1024	1024			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hb	6hb	1	1	
Cedar Bow	bow		8lb	lbw	8lb	0		2	1	0	xxx						1	10	29						100	53	49	28	1	35	0	23	1024	1024			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lb	6lb	1	1	
Double Bow	bow		8cb	lbw	8cb	0		2	1	0	xxx						1	11	26				-10		100	58	73	36	1	39	0	25	1024	1024			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cb	6cb	1	1	
Short Siege Bow	bow		8s8	sbb	8s8	0		2	1	0	xxx						1	13	30						100	65	80	40	1	43	0	25	1024	1024			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8s8	6s7	1	1	
Long Siege Bow	bow		8l8	lbb	8l8	0		2	1	0	xxx						1	10	42				10		100	80	95	44	1	46	0	25	1024	1024			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8l8	6l7	1	1	
Rune Bow	bow		8sw	sbb	8sw	0		2	1	0	xxx						1	14	35						100	73	103	48	1	49	0	25	1024	1024			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sw	6sw	1	1	
Gothic Bow	bow		8lw	lbb	8lw	0		2	1	0	xxx						1	10	50				10		100	95	118	55	1	52	0	25	1024	1024			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lw	6lw	1	1	
Arbalest	xbow		8lx	lxb	8lx	0		2	1	0	xxx						1	14	27				-10		100	52	61	30	1	34	0	22	1024	1024			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lx	6lx	1	1	
Siege Crossbow	xbow		8mx	lxb	8mx	0		2	1	0	xxx						1	20	42						100	80	70	40	1	40	0	25	1024	1024			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8mx	6mx	1	1	
Ballista	xbow		8hx	hxb	8hx	0		2	1	0	xxx						1	33	55				10		100	110	80	50	1	47	0	25	1024	1024			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hx	6hx	1	1	
Chu-Ko-Nu	xbow		8rx	hxb	8rx	0		2	1	0	xxx						1	14	32				-60		100	80	95	40	1	54	0	25	1024	1024			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8rx	6rx	1	1	
Khalim's Flail	mace		qf1	fla	qf1	0				0	xxx			1	15								-10	100		41	35	30		0	0	0	1024	1024			fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	1	xxx	xxx	0	0	
Khalim's Will	mace		qf2	fla	qf2	0				0	xxx			1	15								-10	100				30		0	0	0	1024	1024			fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	1	xxx	xxx	0	0	
Expansion																															0																																																0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0								
Katar	h2h		ktr	ktr	ktr	100		2	1	0	xxx			4	7							1	-10	75	75	20	20	48		1	0	0	1024	1024			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ar	7ar	1	1	
Wrist Blade	h2h		wrb	ktr	wrb	100		2	1	0	xxx			5	9							1		75	75	33	33	52		9	0	0	1024	1024			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9wb	7wb	1	1	
Hatchet Hands	h2h		axf	axf	axf	100		2	1	0	xxx			2	15							1	10	75	75	37	37	56		12	0	0	1024	1024			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9xf	7xf	1	1	
Cestus	h2h		ces	axf	ces	100		2	1	0	xxx			7	15							1		75	75	42	42	72		15	0	0	1024	1024			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9cs	7cs	1	1	
Claws	h2h		clw	clw	clw	100		2	1	0	xxx			8	15							1	-10	75	75	46	46	64		18	0	0	1024	1024			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9lw	7lw	1	1	
